,RESOLUCAO,EMPRESA,AUTORIZACAO,NOME_PRODUTO_MARCA,NUMERO_PROCESSO,NUMERO_REGISTRO,VENDA_EMPREGO,VENCIMENTO,APRESENTACAO,VALIDADE_PRODUTO,CATEGORIA,ASSUNTO_PETICAO,EXPEDIENTE_PETICAO,VERSAO
223,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",QUIMIL INDÚSTRIA E COMÉRCIO S/A,3.03144-2,Q CLOR ULTRA CLEAN,5351.877783/2020-15,3.3144.0020.003-7,PRODUTO DE VENDA LIVRE,11/2030,BOMBONA PLASTICA,24 Meses,3205045 DESINFETANTE PARA PISCINAS,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4551445/21-3,1
224,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",RABONI INDÚSTRIA E COMÉRCIO DE PRODUTOS DE HIGIENE E LIMPEZA LTDA,3.05507-0,ÁGUA SANITÁRIA FRILAR,5351.010996/2022-26,3.5507.0005.001-3,PRODUTO DE VENDA LIVRE,01/2032,FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,3103033 ÁGUA SANITÁRIA,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
225,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",RABONI INDÚSTRIA E COMÉRCIO DE PRODUTOS DE HIGIENE E LIMPEZA LTDA,3.05507-0,ÁGUA SANITÁRIA FRILAR,5351.010996/2022-26,3.5507.0005.002-1,PRODUTO DE VENDA LIVRE,01/2032,BOMBONA PLASTICA OPACA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,3103033 ÁGUA SANITÁRIA,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
226,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",REAÇÃO TÉCNICA INDÚSTRIA E COMÉRCIO LTDA,3.03862-2,TEC SPEEL 190 CLORADO,5351.364334/2020-10,3.3862.0002.001-6,,11/2030,BOMBONA PLASTICA OPACA + CAIXA DE PAPELAO,12 Meses,3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4898803/21-1,None
227,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",ROMAQ COMERCIAL QUÍMICA LTDA,3.02922-3,RQ DESINFEQ DESINFETANTE,5351.009484/2022-17,3.2922.0003.001-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,RQ DESINFEQ DESINFETANTE + BOMBONA PLASTICA + CAIXA DE PAPELAO,12 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
228,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",ROMAQ COMERCIAL QUÍMICA LTDA,3.02922-3,RQ DESINFEQ DESINFETANTE,5351.009484/2022-17,3.2922.0003.002-8,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,RQ DESINFEQ DESINFETANTE + FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,12 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
229,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.001-3,PRODUTO DE VENDA LIVRE,01/2032,BIO-KRISS + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
230,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.002-1,PRODUTO DE VENDA LIVRE,01/2032,BIO-KRISS + FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
231,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.003-1,PRODUTO DE VENDA LIVRE,01/2032,BIO-KRISS + GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
232,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.004-8,PRODUTO DE VENDA LIVRE,01/2032,BIO-KRISS + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
233,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.005-6,PRODUTO DE VENDA LIVRE,01/2032,FLORAL + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
234,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.006-4,PRODUTO DE VENDA LIVRE,01/2032,FLORAL + FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
235,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.007-2,PRODUTO DE VENDA LIVRE,01/2032,FLORAL + GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
236,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.008-0,PRODUTO DE VENDA LIVRE,01/2032,FLORAL + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
237,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.009-9,PRODUTO DE VENDA LIVRE,01/2032,LAVANDA + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
238,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.010-2,PRODUTO DE VENDA LIVRE,01/2032,LAVANDA + FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
239,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.011-0,PRODUTO DE VENDA LIVRE,01/2032,LAVANDA + GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
240,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.012-9,PRODUTO DE VENDA LIVRE,01/2032,LAVANDA + BOMBONA PLASTICA OPACA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
241,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.013-7,PRODUTO DE VENDA LIVRE,01/2032,TALCO + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
242,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.014-5,PRODUTO DE VENDA LIVRE,01/2032,TALCO + FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
243,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.015-3,PRODUTO DE VENDA LIVRE,01/2032,TALCO + GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
244,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.016-1,PRODUTO DE VENDA LIVRE,01/2032,TALCO + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
245,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.017-1,PRODUTO DE VENDA LIVRE,01/2032,EUCALIPTO + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
246,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.018-8,PRODUTO DE VENDA LIVRE,01/2032,EUCALIPTO + FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
247,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.019-6,PRODUTO DE VENDA LIVRE,01/2032,EUCALIPTO + GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
248,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.020-1,PRODUTO DE VENDA LIVRE,01/2032,EUCALIPTO + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
249,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.021-8,PRODUTO DE VENDA LIVRE,01/2032,VIOLEX - VIOLETA CLARO + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
250,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.022-6,PRODUTO DE VENDA LIVRE,01/2032,VIOLEX - VIOLETA CLARO + FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
251,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.023-4,PRODUTO DE VENDA LIVRE,01/2032,VIOLEX - VIOLETA CLARO + GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
252,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.024-2,PRODUTO DE VENDA LIVRE,01/2032,VIOLEX - VIOLETA CLARO + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
253,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.025-0,PRODUTO DE VENDA LIVRE,01/2032,VIOLEX - VIOLETA + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
254,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.026-9,PRODUTO DE VENDA LIVRE,01/2032,VIOLEX - VIOLETA + FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
255,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.027-7,PRODUTO DE VENDA LIVRE,01/2032,VIOLEX - VIOLETA + GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
256,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.028-5,PRODUTO DE VENDA LIVRE,01/2032,VIOLEX - VIOLETA + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
257,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.029-3,PRODUTO DE VENDA LIVRE,01/2032,VIOLEX + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
258,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.030-7,PRODUTO DE VENDA LIVRE,01/2032,VIOLEX + FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
259,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.031-5,PRODUTO DE VENDA LIVRE,01/2032,VIOLEX + GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
260,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.032-3,PRODUTO DE VENDA LIVRE,01/2032,VIOLEX + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
261,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.033-1,PRODUTO DE VENDA LIVRE,01/2032,ALGAS MARINHAS + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
262,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.034-1,PRODUTO DE VENDA LIVRE,01/2032,ALGAS MARINHAS + FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
263,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.035-8,PRODUTO DE VENDA LIVRE,01/2032,ALGAS MARINHAS + GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
264,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.036-6,PRODUTO DE VENDA LIVRE,01/2032,ALGAS MARINHAS + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
265,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.037-4,PRODUTO DE VENDA LIVRE,01/2032,NEW KHAIAK + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
266,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.038-2,PRODUTO DE VENDA LIVRE,01/2032,NEW KHAIAK + FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
267,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.039-0,PRODUTO DE VENDA LIVRE,01/2032,NEW KHAIAK + GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
268,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.040-4,PRODUTO DE VENDA LIVRE,01/2032,NEW KHAIAK + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
269,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.041-2,PRODUTO DE VENDA LIVRE,01/2032,JASMIM - ROSA CLARO + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
270,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.042-0,PRODUTO DE VENDA LIVRE,01/2032,JASMIM - ROSA CLARO + FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
271,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.043-9,PRODUTO DE VENDA LIVRE,01/2032,JASMIM - ROSA CLARO + GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
272,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.044-7,PRODUTO DE VENDA LIVRE,01/2032,JASMIM - ROSA CLARO + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
273,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.045-5,PRODUTO DE VENDA LIVRE,01/2032,JASMIM - ROSA + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
274,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.046-3,PRODUTO DE VENDA LIVRE,01/2032,JASMIM - ROSA + FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
275,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.047-1,PRODUTO DE VENDA LIVRE,01/2032,JASMIM - ROSA + GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
276,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.048-1,PRODUTO DE VENDA LIVRE,01/2032,JASMIM - ROSA + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
277,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.049-8,PRODUTO DE VENDA LIVRE,01/2032,AMAZÔNIA + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
278,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.050-1,PRODUTO DE VENDA LIVRE,01/2032,AMAZÔNIA + FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
